Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Service_year_of_vehicle,Defect_of_vehicle,Lanes_or_Medians,Types_of_Junction,Road_surface_conditions,Light_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_class,Casualty_severity,Pedestrian_movement,Cause_of_accident,Accident_severity,Hour
Monday,Young_Adult,Male,Middle,Employee,Advanced,Automobile,Unknown,Unknown,Undivided_Two-way,Unknown,Dry,Daylight,Inanimated_Objects,6,1,Forward,Passenger,3,No_pedestrian,Driving_carelessly,Slight Injury,20
Monday,Young_Adult,Male,Middle,Employee,Advanced,Automobile,Moderate_Exp,Unknown,One-way,Crossing,Not dry,Darkness,Vehicles,3,2,Forward,Passenger,3,No_pedestrian,Driving_carelessly,Slight Injury,20
Monday,Young_Adult,Male,Elementary,Owner,Intermediate,Lorry,Unknown,Unknown,Divided_Two-way,Crossing,Not dry,Darkness,Vehicles,3,2,Forward,Passenger,3,No_pedestrian,Changing_lane,Slight Injury,20
Tuesday,Adult,Male,Elementary,Employee,Beginner,Public,Advanced_Exp,Unknown,Divided_Two-way,Crossing,Not dry,Darkness,Vehicles,3,2,Other,Driver or rider,3,No_pedestrian,Other,Slight Injury,15
Thursday,Adult,Male,Unknown,Unknown,Unknown,Public,Unknown,Unknown,One-way,Y,Not dry,Darkness,Vehicles,2,2,Forward,Driver or rider,3,No_pedestrian,Driving_carelessly,Slight Injury,20
Thursday,Adult,Male,Middle,Employee,Expert,Lorry,Unknown,Unknown,Divided_Two-way,Y,Not dry,Darkness,Vehicles,2,2,Stop,Driver or rider,2,No_pedestrian,Changing_lane,Slight Injury,20
Sunday,Adult,Male,Middle,Employee,Beginner,Lorry,Unknown,Unknown,Divided_Two-way,No_junction,Not dry,Daylight,Vehicles,3,2,Forward,Pedestrian,2,No_pedestrian,Driving_carelessly,Slight Injury,13
Sunday,Adult,Male,Middle,Owner,Advanced,Pick up,Unknown,Unknown,Other,No_junction,Not dry,Daylight,Vehicles,3,2,Forward,Unknown,0,No_pedestrian,Driving_carelessly,Slight Injury,13
Sunday,Adult,Male,Middle,Employee,Beginner,Automobile,Advanced_Exp,Unknown,Divided_Two-way,No_junction,Not dry,Daylight,Vehicles,3,2,Forward,Driver or rider,2,No_pedestrian,Driving_carelessly,Slight Injury,13
Tuesday,Adult,Male,Middle,Employee,Expert,Automobile,Unknown,Unknown,One-way,No_junction,Not dry,Daylight,Vehicles,3,2,Forward,Driver or rider,3,No_pedestrian,Changing_lane,Slight Injury,16
Tuesday,Adult,Male,Middle,Employee,Beginner,Automobile,Moderate_Exp,No defect,Undivided_Two-way,Crossing,Not dry,Daylight,Vehicles,3,2,Forward,Unknown,0,No_pedestrian,Changing_lane,Slight Injury,16
Monday,Adult,Male,Elementary,Employee,Intermediate,Lorry,Moderate_Exp,No defect,Divided_Two-way,Crossing,Not dry,Daylight,Vehicles,3,2,Forward,Unknown,0,No_pedestrian,Driving_carelessly,Slight Injury,15
Wednesday,Young_Adult,Male,Middle,Employee,Advanced,Lorry,Advanced_Exp,No defect,Divided_Two-way,Y,Not dry,Daylight,Inanimated_Objects,3,2,Backward,Driver or rider,3,No_pedestrian,Other,Slight Injury,17
Tuesday,Young_Adult,Male,Elementary,Employee,Advanced,Automobile,Unknown,No defect,One-way,Y,Not dry,Daylight,Inanimated_Objects,3,2,Forward,Driver or rider,3,No_pedestrian,Changing_lane,Slight Injury,18
Tuesday,Young_Adult,Male,Middle,Owner,Beginner,Automobile,Advanced_Exp,No defect,One-way,Y,Not dry,Daylight,Inanimated_Objects,2,1,Other,Unknown,0,No_pedestrian,No_distance,Slight Injury,18
Tuesday,Adult,Male,Middle,Employee,Advanced,Unknown,Valid_Recent_Exp,No defect,Divided_Two-way,No_junction,Not dry,Daylight,Animated_Objects,2,1,Forward,Pedestrian,3,No_pedestrian,Other,Slight Injury,18
Tuesday,Older_Adult,Male,Unknown,Unknown,Unknown,Other,Unknown,No defect,One-way,No_junction,Dry,Darkness,Vehicles,2,2,Forward,Unknown,0,No_pedestrian,Changing_lane,Slight Injury,18
Saturday,Adult,Male,Middle,Employee,Intermediate,Other,Unknown,No defect,Undivided_Two-way,Y,Dry,Darkness,Vehicles,2,2,Forward,Driver or rider,3,No_pedestrian,Changing_lane,Slight Injury,18
Saturday,Adult,Male,Middle,Employee,Beginner,Lorry,Unknown,No defect,Divided_Two-way,Y,Not dry,Darkness,Animated_Objects,2,6,Forward,Unknown,0,No_pedestrian,Other,Slight Injury,18
Friday,Young_Adult,Male,Middle,Employee,Advanced,Pick up,Unknown,Unknown,Other,Y,Not dry,Darkness,Vehicles,2,6,Unknown,Driver or rider,3,No_pedestrian,Other,Slight Injury,12
Friday,Young_Adult,Male,Middle,Employee,Intermediate,Lorry,Unknown,No defect,Other,Y,Not dry,Darkness,Vehicles,2,6,Backward,Passenger,3,No_pedestrian,Other,Slight Injury,12
Monday,Young_Adult,Male,Middle,Employee,Unknown,Lorry,Valid_Recent_Exp,No defect,Divided_Two-way,Crossing,Not dry,Darkness,Vehicles,2,6,Unknown,Driver or rider,3,No_pedestrian,Other,Slight Injury,15
Monday,Young_Adult,Male,Middle,Employee,Expert,Other,Advanced_Exp,No defect,Other,Crossing,Not dry,Darkness,Vehicles,2,6,Forward,Driver or rider,3,No_pedestrian,Driving_carelessly,Slight Injury,15
Monday,Older_Adult,Male,Middle,Employee,Expert,Automobile,Unknown,No defect,Divided_Two-way,Crossing,Not dry,Darkness,Vehicles,2,6,Forward,Unknown,0,No_pedestrian,Other,Slight Injury,15
Monday,Older_Adult,Male,Middle,Employee,Advanced,Automobile,Moderate_Exp,Unknown,Divided_Two-way,No_junction,Not dry,Daylight,Vehicles,6,2,Unknown,Driver or rider,2,No_pedestrian,Other,Slight Injury,15
Thursday,Young_Adult,Male,Middle,Employee,Intermediate,Automobile,Unknown,Unknown,Divided_Two-way,No_junction,Not dry,Daylight,Inanimated_Objects,6,2,Forward,Unknown,0,No_pedestrian,Driving_carelessly,Slight Injury,8
Wednesday,Adult,Male,Middle,Owner,Intermediate,Automobile,Advanced_Exp,Unknown,Undivided_Two-way,No_junction,Not dry,Daylight,Animated_Objects,6,2,Forward,Driver or rider,3,No_pedestrian,Driving_carelessly,Slight Injury,16
Saturday,Young_Adult,Male,Middle,Employee,Beginner,Unknown,Advanced_Exp,No defect,Divided_Two-way,No_junction,Not dry,Daylight,Vehicles,6,2,Forward,Unknown,0,No_pedestrian,Changing_lane,Slight Injury,19
Saturday,Young_Adult,Male,Middle,Owner,Expert,Public,Moderate_Exp,No defect,Divided_Two-way,Y,Not dry,Daylight,Vehicles,2,1,Forward,Unknown,0,No_pedestrian,Changing_lane,Slight Injury,19
Monday,Young_Adult,Male,Middle,Employee,Expert,Public,Unknown,No defect,Undivided_Two-way,Y,Not dry,Daylight,Inanimated_Objects,2,1,Forward,Driver or rider,3,No_pedestrian,Changing_lane,Slight Injury,8
Monday,Adult,Male,Elementary,Employee,Intermediate,Automobile,Unknown,Unknown,Undivided_Two-way,Y,Dry,Darkness,Vehicles,2,1,Forward,Pedestrian,3,Pedestrian,Other,Slight Injury,8
Saturday,Young_Adult,Male,Middle,Employee,Intermediate,Automobile,Advanced_Exp,Unknown,Divided_Two-way,Crossing,Dry,Darkness,Vehicles,2,1,Forward,Driver or rider,3,No_pedestrian,Changing_lane,Slight Injury,17
Saturday,Adult,Male,Unknown,Employee,Expert,Other,Unknown,Unknown,Divided_Two-way,Crossing,Dry,Daylight,Vehicles,1,1,Other,Unknown,0,No_pedestrian,Other,Slight Injury,17
Tuesday,Young_Adult,Male,Elementary,Employee,Advanced,Automobile,Unknown,Unknown,Unknown,Crossing,Not dry,Darkness,Vehicles,2,2,Forward,Driver or rider,3,No_pedestrian,Driving_carelessly,Slight Injury,20
Saturday,Adult,Male,Middle,Employee,Beginner,Lorry,Unknown,Unknown,Other,No_junction,Not dry,Darkness,Vehicles,2,2,Forward,Pedestrian,3,Pedestrian,Other,Slight Injury,14
Saturday,Young_Adult,Female,Elementary,Employee,Beginner,Automobile,Unknown,Unknown,Other,Crossing,Not dry,Darkness,Vehicles,2,2,Forward,Driver or rider,3,No_pedestrian,No_distance,Slight Injury,14
Friday,Older_Adult,Male,Middle,Employee,Beginner,Public,Unknown,No defect,Divided_Two-way,Crossing,Not dry,Darkness,Vehicles,2,3,Forward,Unknown,0,No_pedestrian,Other,Slight Injury,14
Tuesday,Older_Adult,Male,Middle,Employee,Advanced,Other,Advanced_Exp,Unknown,Other,Crossing,Not dry,Darkness,Vehicles,2,3,Forward,Unknown,0,No_pedestrian,Driving_carelessly,Slight Injury,16
Tuesday,Older_Adult,Male,Middle,Owner,Advanced,Automobile,Unknown,No defect,Undivided_Two-way,Crossing,Not dry,Darkness,Inanimated_Objects,2,3,Forward,Driver or rider,3,No_pedestrian,Changing_lane,Slight Injury,16
Saturday,Adult,Male,Middle,Owner,Advanced,Public,Unknown,No defect,One-way,No_junction,Dry,Daylight,Inanimated_Objects,1,1,Backward,Unknown,0,No_pedestrian,Other,Slight Injury,13
Saturday,Adult,Male,Middle,Employee,Advanced,Unknown,Advanced_Exp,No defect,Divided_Two-way,No_junction,Dry,Daylight,Inanimated_Objects,2,1,Forward,Driver or rider,3,No_pedestrian,No_distance,Slight Injury,13
Saturday,Young_Adult,Male,Middle,Employee,Intermediate,Lorry,Advanced_Exp,Unknown,Undivided_Two-way,Y,Dry,Daylight,Vehicles,2,1,Forward,Pedestrian,3,Pedestrian,Driving_carelessly,Slight Injury,13
Monday,Adult,Male,Elementary,Employee,Advanced,Lorry,Unknown,Unknown,Divided_Two-way,Y,Not dry,Darkness,Animated_Objects,1,1,Forward,Unknown,0,No_pedestrian,No_distance,Slight Injury,15
Monday,Older_Adult,Male,Middle,Employee,Intermediate,Public,Unknown,Unknown,One-way,Y,Not dry,Darkness,Vehicles,1,1,Forward,Driver or rider,3,No_pedestrian,Other,Slight Injury,15
Thursday,Young_Adult,Male,Middle,Employee,Beginner,Lorry,Advanced_Exp,No defect,Divided_Two-way,Other,Not dry,Daylight,Animated_Objects,2,1,Forward,Passenger,3,No_pedestrian,No_distance,Slight Injury,12
Wednesday,Young_Adult,Male,Elementary,Employee,Intermediate,Lorry,Moderate_Exp,No defect,Undivided_Two-way,Crossing,Not dry,Daylight,Vehicles,2,1,Forward,Passenger,3,No_pedestrian,Other,Slight Injury,18
Wednesday,Adult,Male,Middle,Employee,Intermediate,Public,Unknown,No defect,Undivided_Two-way,Crossing,Dry,Daylight,Animated_Objects,1,1,Forward,Passenger,3,No_pedestrian,Driving_carelessly,Slight Injury,18
Tuesday,Adult,Male,Middle,Employee,Intermediate,Public,Unknown,No defect,Undivided_Two-way,No_junction,Dry,Darkness,Vehicles,1,1,Stop,Passenger,3,No_pedestrian,Changing_lane,Slight Injury,19
Friday,Adult,Male,Middle,Employee,Advanced,Automobile,Advanced_Exp,No defect,Divided_Two-way,No_junction,Dry,Daylight,Vehicles,2,1,Forward,Pedestrian,3,Pedestrian,No_distance,Slight Injury,17
Friday,Adult,Male,Middle,Employee,Advanced,Pick up,Unknown,No defect,Undivided_Two-way,No_junction,Dry,Daylight,Vehicles,2,1,Forward,Unknown,0,No_pedestrian,Other,Slight Injury,17
Friday,Adult,Male,Middle,Employee,Unknown,Automobile,Unknown,No defect,Undivided_Two-way,No_junction,Dry,Daylight,Vehicles,2,1,Turn,Driver or rider,3,No_pedestrian,No_distance,Slight Injury,12
Friday,Young_Adult,Male,Middle,Owner,Advanced,Other,Unknown,No defect,Undivided_Two-way,Crossing,Dry,Daylight,Vehicles,2,1,Backward,Driver or rider,3,No_pedestrian,Driving_carelessly,Slight Injury,7
Friday,Young_Adult,Male,Middle,Employee,Intermediate,Unknown,Unknown,No defect,One-way,Y,Dry,Darkness,Vehicles,2,1,Forward,Unknown,0,No_pedestrian,Other,Serious Injury,7
Friday,Young_Adult,Male,Middle,Employee,Beginner,Automobile,Unknown,No defect,Undivided_Two-way,Y,Dry,Darkness,Vehicles,2,1,Backward,Pedestrian,3,No_pedestrian,Driving_carelessly,Serious Injury,17
Friday,Adult,Male,Middle,Employee,Beginner,Automobile,Unknown,No defect,Other,No_junction,Dry,Daylight,Vehicles,1,1,Forward,Pedestrian,3,Pedestrian,No_distance,Slight Injury,17
Friday,Young_Adult,Male,Middle,Employee,Beginner,Pick up,Moderate_Exp,No defect,Other,Crossing,Dry,Darkness,Vehicles,1,1,Unknown,Driver or rider,3,No_pedestrian,Driving_carelessly,Slight Injury,17
Friday,Adult,Female,Middle,Employee,Expert,Lorry,Unknown,Unknown,Divided_Two-way,No_junction,Not dry,Darkness,Vehicles,2,2,Forward,Unknown,0,No_pedestrian,Driving_carelessly,Slight Injury,9
Friday,Young_Adult,Female,Middle,Employee,Beginner,Automobile,Moderate_Exp,Unknown,One-way,Crossing,Not dry,Darkness,Vehicles,2,2,Unknown,Unknown,0,No_pedestrian,Other,Slight Injury,9
Wednesday,Adult,Male,Middle,Employee,Intermediate,Unknown,Advanced_Exp,No defect,Divided_Two-way,Crossing,Not dry,Darkness,Vehicles,2,2,Forward,Driver or rider,3,No_pedestrian,Driving_carelessly,Slight Injury,16
Sunday,Unknown,Female,Middle,Employee,Beginner,Lorry,Moderate_Exp,No defect,Divided_Two-way,No_junction,Dry,Daylight,Other,3,3,Unknown,Passenger,3,No_pedestrian,Changing_lane,Slight Injury,18
Sunday,Older_Adult,Male,Elementary,Employee,Advanced,Lorry,Moderate_Exp,No defect,Divided_Two-way,No_junction,Dry,Daylight,Inanimated_Objects,3,3,Forward,Passenger,3,No_pedestrian,Driving_carelessly,Slight Injury,13
Sunday,Young_Adult,Male,Middle,Owner,Beginner,Lorry,Moderate_Exp,No defect,Divided_Two-way,Y,Dry,Daylight,Vehicles,3,3,Forward,Driver or rider,3,No_pedestrian,Changing_lane,Slight Injury,13
Sunday,Young_Adult,Male,Middle,Employee,Beginner,Pick up,Moderate_Exp,No defect,Divided_Two-way,Y,Dry,Daylight,Vehicles,3,3,Forward,Pedestrian,2,Pedestrian,Changing_lane,Slight Injury,13
Sunday,Young_Adult,Male,Elementary,Employee,Beginner,Pick up,Moderate_Exp,No defect,Divided_Two-way,Y,Dry,Daylight,Vehicles,3,3,Forward,Unknown,0,No_pedestrian,No_distance,Slight Injury,13
Sunday,Unknown,Male,Middle,Employee,Beginner,Automobile,Valid_Recent_Exp,No defect,Undivided_Two-way,Y,Dry,Darkness,Animated_Objects,2,2,Forward,Driver or rider,3,No_pedestrian,No_distance,Slight Injury,19
Sunday,Adult,Male,Elementary,Owner,Advanced,Other,Unknown,No defect,Divided_Two-way,Y,Dry,Darkness,Animated_Objects,2,2,Other,Unknown,0,No_pedestrian,Changing_lane,Slight Injury,19
Sunday,Adult,Male,Middle,Employee,Intermediate,Unknown,Unknown,No defect,Divided_Two-way,Crossing,Dry,Darkness,Vehicles,2,2,Other,Driver or rider,3,No_pedestrian,Changing_lane,Slight Injury,19
Saturday,Adult,Male,Middle,Owner,Beginner,Automobile,Unknown,No defect,Divided_Two-way,Y,Dry,Daylight,Vehicles,1,1,Forward,Unknown,0,No_pedestrian,Driving_carelessly,Slight Injury,11
Sunday,Adult,Male,Elementary,Employee,Advanced,Other,Advanced_Exp,Unknown,Divided_Two-way,Y,Not dry,Darkness,Animated_Objects,2,1,Forward,Driver or rider,3,No_pedestrian,Changing_lane,Slight Injury,12
Sunday,Young_Adult,Male,Elementary,Employee,Advanced,Automobile,Unknown,No defect,One-way,Y,Not dry,Darkness,Animated_Objects,2,1,Stop,Unknown,0,No_pedestrian,Driving_carelessly,Slight Injury,12
Sunday,Young_Adult,Male,Middle,Employee,Advanced,Automobile,Unknown,Unknown,Undivided_Two-way,No_junction,Not dry,Daylight,Animated_Objects,2,2,Forward,Passenger,3,No_pedestrian,Other,Slight Injury,12
Friday,Young_Adult,Male,Middle,Employee,Intermediate,Public,Moderate_Exp,No defect,One-way,No_junction,Not dry,Daylight,Vehicles,2,2,Forward,Unknown,0,No_pedestrian,Other,Slight Injury,20
Friday,Adult,Male,Middle,Employee,Expert,Automobile,Unknown,Unknown,Divided_Two-way,Y,Not dry,Daylight,Inanimated_Objects,2,2,Forward,Driver or rider,3,No_pedestrian,No_distance,Slight Injury,20
Tuesday,Underage,Male,Middle,Employee,Advanced,Public,Unknown,Unknown,Undivided_Two-way,Y,Dry,Daylight,Vehicles,2,1,Forward,Unknown,0,No_pedestrian,No_distance,Slight Injury,12
Tuesday,Young_Adult,Male,Middle,Employee,Expert,Lorry,Advanced_Exp,No defect,Divided_Two-way,Y,Dry,Daylight,Vehicles,2,1,Forward,Driver or rider,3,No_pedestrian,No_distance,Slight Injury,12
Thursday,Adult,Male,Middle,Employee,Intermediate,Public,Moderate_Exp,Unknown,Undivided_Two-way,Y,Dry,Daylight,Inanimated_Objects,1,1,Stop,Driver or rider,3,No_pedestrian,Changing_lane,Serious Injury,8
Thursday,Young_Adult,Male,Middle,Employee,Beginner,Unknown,Unknown,No defect,Other,Y,Dry,Daylight,Vehicles,1,1,Forward,Unknown,0,No_pedestrian,Driving_carelessly,Slight Injury,8
Tuesday,Young_Adult,Male,Middle,Employee,Beginner,Unknown,Moderate_Exp,No defect,One-way,Y,Dry,Darkness,Vehicles,3,3,Forward,Driver or rider,3,No_pedestrian,Driving_carelessly,Slight Injury,8
Tuesday,Adult,Male,Middle,Owner,Advanced,Automobile,Moderate_Exp,No defect,Divided_Two-way,Y,Dry,Darkness,Vehicles,3,3,Other,Passenger,3,No_pedestrian,Other,Slight Injury,15
Tuesday,Adult,Male,Middle,Employee,Intermediate,Automobile,Moderate_Exp,No defect,Divided_Two-way,Crossing,Dry,Darkness,Vehicles,3,3,Forward,Unknown,0,No_pedestrian,Other,Slight Injury,15
Sunday,Young_Adult,Male,Elementary,Employee,Beginner,Lorry,Unknown,No defect,Divided_Two-way,Crossing,Dry,Darkness,Animated_Objects,3,3,Forward,Unknown,0,No_pedestrian,Changing_lane,Slight Injury,18
Sunday,Older_Adult,Male,Middle,Employee,Intermediate,Automobile,Advanced_Exp,No defect,Undivided_Two-way,Crossing,Dry,Darkness,Other,2,1,Forward,Driver or rider,3,No_pedestrian,Driving_carelessly,Slight Injury,18
Monday,Older_Adult,Male,Middle,Employee,Advanced,Public,Moderate_Exp,No defect,Undivided_Two-way,Crossing,Dry,Darkness,Vehicles,2,1,Forward,Driver or rider,2,No_pedestrian,Changing_lane,Slight Injury,9
Monday,Older_Adult,Male,Middle,Employee,Expert,Automobile,Valid_Recent_Exp,No defect,Undivided_Two-way,Crossing,Dry,Daylight,Vehicles,2,1,Forward,Unknown,0,No_pedestrian,No_distance,Slight Injury,9
Wednesday,Adult,Male,Middle,Employee,Expert,Public,Moderate_Exp,No defect,Divided_Two-way,No_junction,Dry,Daylight,Vehicles,2,1,Backward,Driver or rider,3,No_pedestrian,Other,Slight Injury,20
Monday,Adult,Male,Middle,Employee,Advanced,Lorry,Valid_Recent_Exp,Unknown,Undivided_Two-way,No_junction,Dry,Daylight,Inanimated_Objects,3,4,Other,Unknown,0,No_pedestrian,Changing_lane,Serious Injury,9
Monday,Adult,Male,Elementary,Employee,Beginner,Automobile,Unknown,No defect,Divided_Two-way,Y,Dry,Daylight,Vehicles,3,4,Forward,Unknown,0,No_pedestrian,Other,Serious Injury,9
Monday,Unknown,Male,Elementary,Employee,Advanced,Lorry,Moderate_Exp,No defect,One-way,Y,Dry,Daylight,Other,3,4,Forward,Driver or rider,3,No_pedestrian,No_distance,Serious Injury,9
Wednesday,Older_Adult,Male,Middle,Employee,Advanced,Public,Unknown,With defect,Undivided_Two-way,Y,Dry,Daylight,Inanimated_Objects,3,4,Forward,Driver or rider,3,No_pedestrian,Other,Serious Injury,20
Tuesday,Young_Adult,Male,Middle,Employee,Beginner,Public,Valid_Recent_Exp,No defect,Divided_Two-way,Y,Dry,Daylight,Vehicles,1,1,Forward,Unknown,0,No_pedestrian,No_distance,Slight Injury,11
Tuesday,Young_Adult,Male,Middle,Owner,Advanced,Unknown,Unknown,Unknown,Other,Y,Dry,Daylight,Vehicles,1,1,Forward,Driver or rider,3,No_pedestrian,Changing_lane,Serious Injury,11
Tuesday,Underage,Male,Middle,Owner,Expert,Lorry,Unknown,No defect,Divided_Two-way,Crossing,Not dry,Darkness,Vehicles,2,1,Forward,Unknown,0,No_pedestrian,Changing_lane,Slight Injury,11
Tuesday,Underage,Male,Unknown,Owner,Beginner,Lorry,Advanced_Exp,Unknown,Other,Crossing,Not dry,Darkness,Vehicles,2,1,Forward,Passenger,3,No_pedestrian,Driving_carelessly,Slight Injury,11
Tuesday,Underage,Male,Elementary,Owner,Advanced,Lorry,Unknown,Unknown,Undivided_Two-way,Crossing,Not dry,Daylight,Vehicles,2,1,Forward,Pedestrian,3,Pedestrian,Changing_lane,Slight Injury,11
Tuesday,Adult,Male,Advanced,Employee,Expert,Lorry,Unknown,No defect,One-way,Crossing,Not dry,Daylight,Vehicles,2,1,Forward,Driver or rider,3,No_pedestrian,Driving_carelessly,Slight Injury,11
Tuesday,Young_Adult,Male,Middle,Employee,Beginner,Public,Advanced_Exp,No defect,Other,Y,Dry,Daylight,Animated_Objects,2,1,Backward,Driver or rider,3,No_pedestrian,Driving_carelessly,Slight Injury,11
Saturday,Adult,Male,Middle,Employee,Beginner,Unknown,Unknown,No defect,One-way,Y,Dry,Daylight,Vehicles,2,1,Backward,Passenger,3,No_pedestrian,Driving_carelessly,Slight Injury,14
Saturday,Young_Adult,Male,Middle,Employee,Expert,Automobile,Advanced_Exp,No defect,Other,No_junction,Not dry,Darkness,Vehicles,1,1,Turn,Unknown,0,No_pedestrian,Other,Serious Injury,14
Friday,Older_Adult,Male,Middle,Owner,Expert,Unknown,Unknown,No defect,Divided_Two-way,No_junction,Dry,Daylight,Inanimated_Objects,2,1,Other,Driver or rider,3,No_pedestrian,No_distance,Slight Injury,20
Friday,Older_Adult,Male,Middle,Employee,Expert,Automobile,Unknown,No defect,One-way,No_junction,Dry,Daylight,Vehicles,2,1,Other,Unknown,0,No_pedestrian,Changing_lane,Slight Injury,20
Friday,Older_Adult,Male,Middle,Employee,Unknown,Unknown,Moderate_Exp,No defect,Undivided_Two-way,No_junction,Dry,Daylight,Vehicles,1,1,Forward,Unknown,0,No_pedestrian,Driving_carelessly,Slight Injury,20
Friday,Older_Adult,Male,Middle,Employee,Beginner,Lorry,Advanced_Exp,No defect,Other,Y,Dry,Daylight,Vehicles,2,1,Forward,Driver or rider,3,No_pedestrian,No_distance,Serious Injury,20
Friday,Older_Adult,Male,Elementary,Owner,Beginner,Automobile,Advanced_Exp,Unknown,Undivided_Two-way,Y,Dry,Daylight,Inanimated_Objects,2,1,Other,Unknown,0,No_pedestrian,Driving_carelessly,Serious Injury,20
Friday,Young_Adult,Male,Middle,Owner,Beginner,Automobile,Advanced_Exp,Unknown,One-way,Crossing,Dry,Daylight,Vehicles,2,2,Other,Driver or rider,3,No_pedestrian,Driving_carelessly,Slight Injury,20
Friday,Young_Adult,Female,Middle,Owner,Beginner,Lorry,Unknown,No defect,Divided_Two-way,Crossing,Dry,Daylight,Vehicles,2,2,Forward,Unknown,0,No_pedestrian,Driving_carelessly,Slight Injury,19
Friday,Young_Adult,Male,Middle,Owner,Intermediate,Automobile,Unknown,No defect,Divided_Two-way,No_junction,Dry,Daylight,Vehicles,2,2,Backward,Driver or rider,3,No_pedestrian,Driving_carelessly,Slight Injury,19
Saturday,Older_Adult,Male,Unknown,Owner,Advanced,Automobile,Valid_Recent_Exp,No defect,Divided_Two-way,No_junction,Dry,Daylight,Vehicles,2,1,Other,Driver or rider,3,No_pedestrian,Changing_lane,Slight Injury,23
Thursday,Adult,Male,Unknown,Owner,Expert,Automobile,Unknown,Unknown,Divided_Two-way,No_junction,Dry,Daylight,Vehicles,2,1,Turn,Unknown,0,No_pedestrian,Changing_lane,Slight Injury,18
Monday,Older_Adult,Male,Middle,Owner,Intermediate,Automobile,Unknown,No defect,One-way,No_junction,Not dry,Daylight,Vehicles,1,1,Forward,Driver or rider,3,No_pedestrian,Other,Slight Injury,13
